"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 23 14:41:20 GMT 2023","Thu Mar 23 14:41:21 GMT 2023","1264","tests","test_add_review_on_product","TestAddReviewOnProduct","","","test_add_review_on_product","
        Test to verify Add review on product.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:41:56 GMT 2023","Thu Mar 23 14:41:57 GMT 2023","1299","tests","test_logout_user","TestLogoutUser","","","test_logout_user[chromium]","
        Test to verify user is logging out.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:43:14 GMT 2023","Thu Mar 23 14:43:15 GMT 2023","1311","tests","test_search_product","TestSearchProduct","","","test_search_product","
        Test to verify search product.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:41:16 GMT 2023","Thu Mar 23 14:41:19 GMT 2023","2511","tests","test_add_products_in_cart","TestAddProductsInCart","","","test_add_products_in_cart","
        Test to verify Add Products in Cart.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"broken","Thu Mar 23 14:42:54 GMT 2023","Thu Mar 23 14:42:54 GMT 2023","697","tests","test_products_page","TestVerifyProductsPage","","","test_products_page","
        Test to verify All Products and product detail page.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:43:24 GMT 2023","Thu Mar 23 14:43:25 GMT 2023","1122","tests","test_verify_product_quantity_in_cart","TestQuantityInCart","","","test_product_quantity_in_cart","
        Test to verify Product quantity in Cart
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:43:07 GMT 2023","Thu Mar 23 14:43:09 GMT 2023","1343","tests","test_register_user_with_existing_email","TestRegisterUserWithExistingEmail","","","test_register_new_user","
        Test to verify registration through the Home page with existing email.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:42:50 GMT 2023","Thu Mar 23 14:42:51 GMT 2023","924","tests","test_loging_user_with_invalid_data","TestLoginUserWithInvalidData","","","test_login_user_with_invalid_data","
        Test to verify user is logging in platform with invalid data.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:42:01 GMT 2023","Thu Mar 23 14:42:09 GMT 2023","8209","tests","test_place_order_login_before_checkout","TestPlaceOrderLoginBeforeCheckout","","","test_place_order_login_before_checkout[chromium]","
        Test to verify Login before Checkout.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:41:37 GMT 2023","Thu Mar 23 14:41:43 GMT 2023","6792","tests","test_download_invoice_after_purchase_order","TestDownloadInvoiceAfterPurchaseOrder","","","test_download_invoice_after_purchase_order[chromium]","
        Test to Download Invoice after purchase order.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:42:35 GMT 2023","Thu Mar 23 14:42:39 GMT 2023","4087","tests","test_search_products_and_verify_cart_after_login","TestSearchProductsAndVerifyCartAfterLogin","","","test_search_products_and_verify_cart_after_login[chromium]","
        Test to verify Search Products and Verify Cart After Login.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:43:22 GMT 2023","Thu Mar 23 14:43:22 GMT 2023","712","tests","test_subscription_in_the_cart_page","TestSubscriptionInTheCartPage","","","test_subscription_cart_page","
        Test to verify Subscription in Cart page.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:41:23 GMT 2023","Thu Mar 23 14:41:24 GMT 2023","993","tests","test_add_to_cart_from_recommended_items","TestRecommendedItems","","","test_add_to_cart_recommended_product","
        Test to Add to cart from Recommended items.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:42:26 GMT 2023","Thu Mar 23 14:42:32 GMT 2023","6045","tests","test_place_order_register_while_checkout","TestPlaceOrderRegisterWhileCheckout","","","test_place_order_register_while_checkout[chromium]","
        Test to verify Register while Checkout.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:41:25 GMT 2023","Thu Mar 23 14:41:30 GMT 2023","4640","tests","test_contact_us","TestContactUsForm","","","test_contact_us","
        Test to verify Contact Us Form.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:42:43 GMT 2023","Thu Mar 23 14:42:49 GMT 2023","5651","tests","test_verify_address_details_in_checkout_page","TestVerifyAddressDetailsInCheckout","","","test_verify_address_details_in_checkout_page[chromium]","
        Test to Verify address details in checkout page.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:42:59 GMT 2023","Thu Mar 23 14:43:05 GMT 2023","5972","tests","test_register_user","TestRegisterUser","","","test_register_new_user","
        Test to verify registration through the Home page.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:43:38 GMT 2023","Thu Mar 23 14:43:40 GMT 2023","1845","tests","test_view_and_cart_brand_products","TestViewAndCartBrandProducts","","","test_view_and_cart_brand_products","
        Test to verify View & Cart Brand Products.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:43:36 GMT 2023","Thu Mar 23 14:43:37 GMT 2023","877","tests","test_verify_test_cases_page","TestVerifyTestCasesPage","","","test_verify_test_cases_page","
        Test to verify user is navigated to test cases page successfully.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:43:41 GMT 2023","Thu Mar 23 14:43:43 GMT 2023","1379","tests","test_view_category_products","TestViewCategoryProducts","","","test_view_category_products","
        Test to verify View Category Products.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:41:47 GMT 2023","Thu Mar 23 14:41:52 GMT 2023","4483","tests","test_loging_user_with_valid_data","TestLoginUserWithValidData","","","test_login_user_with_valid_data[chromium]","
        Test to verify user is logging in platform with valid data.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:42:15 GMT 2023","Thu Mar 23 14:42:20 GMT 2023","5377","tests","test_place_order_register_before_checkout","TestPlaceOrderRegisterBeforeCheckout","","","test_place_order_register_before_checkout[chromium]","
        Test to verify Register before Checkout.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:43:31 GMT 2023","Thu Mar 23 14:43:34 GMT 2023","3464","tests","test_verify_scroll_up_without_arrow_button_and_scroll_down_functionality","TestScrollUpInHomePage","","","test_scroll_up_on_home_page","
        Test to Verify Scroll Up without 'Arrow' button and Scroll Down functionality.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
