"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 23 14:59:08 GMT 2023","Thu Mar 23 14:59:10 GMT 2023","1622","tests","test_view_and_cart_brand_products","TestViewAndCartBrandProducts","","","test_view_and_cart_brand_products","
        Test to verify View & Cart Brand Products.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:59:11 GMT 2023","Thu Mar 23 14:59:12 GMT 2023","1067","tests","test_view_category_products","TestViewCategoryProducts","","","test_view_category_products","
        Test to verify View Category Products.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:58:26 GMT 2023","Thu Mar 23 14:58:31 GMT 2023","4439","tests","test_verify_address_details_in_checkout_page","TestVerifyAddressDetailsInCheckout","","","test_verify_address_details_in_checkout_page[chromium]","
        Test to Verify address details in checkout page.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:59:03 GMT 2023","Thu Mar 23 14:59:05 GMT 2023","2822","tests","test_verify_scroll_up_without_arrow_button_and_scroll_down_functionality","TestScrollUpInHomePage","","","test_scroll_up_on_home_page","
        Test to Verify Scroll Up without 'Arrow' button and Scroll Down functionality.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:58:51 GMT 2023","Thu Mar 23 14:58:54 GMT 2023","2907","tests","test_subscription_in_home_page","TestSubscriptionInHomePage","","","test_subscription_home_page","
        Test to verify Subscription in home page.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:58:20 GMT 2023","Thu Mar 23 14:58:23 GMT 2023","3359","tests","test_search_products_and_verify_cart_after_login","TestSearchProductsAndVerifyCartAfterLogin","","","test_search_products_and_verify_cart_after_login[chromium]","
        Test to verify Search Products and Verify Cart After Login.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:58:36 GMT 2023","Thu Mar 23 14:58:41 GMT 2023","4889","tests","test_register_user","TestRegisterUser","","","test_register_new_user","
        Test to verify registration through the Home page.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:58:58 GMT 2023","Thu Mar 23 14:59:01 GMT 2023","2754","tests","test_verify_scroll_up_using_arrow_button_and_scroll_down_functionality","TestScrollUpInHomePage","","","test_scroll_up_on_home_page","
        Test to Verify Scroll Up using 'Arrow' button and Scroll Down functionality.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:59:07 GMT 2023","Thu Mar 23 14:59:07 GMT 2023","601","tests","test_verify_test_cases_page","TestVerifyTestCasesPage","","","test_verify_test_cases_page","
        Test to verify user is navigated to test cases page successfully.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:57:52 GMT 2023","Thu Mar 23 14:57:59 GMT 2023","6828","tests","test_place_order_login_before_checkout","TestPlaceOrderLoginBeforeCheckout","","","test_place_order_login_before_checkout[chromium]","
        Test to verify Login before Checkout.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:58:56 GMT 2023","Thu Mar 23 14:58:57 GMT 2023","878","tests","test_verify_product_quantity_in_cart","TestQuantityInCart","","","test_product_quantity_in_cart","
        Test to verify Product quantity in Cart
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:57:34 GMT 2023","Thu Mar 23 14:57:40 GMT 2023","5199","tests","test_download_invoice_after_purchase_order","TestDownloadInvoiceAfterPurchaseOrder","","","test_download_invoice_after_purchase_order[chromium]","
        Test to Download Invoice after purchase order.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:57:42 GMT 2023","Thu Mar 23 14:57:46 GMT 2023","3584","tests","test_loging_user_with_valid_data","TestLoginUserWithValidData","","","test_login_user_with_valid_data[chromium]","
        Test to verify user is logging in platform with valid data.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:58:45 GMT 2023","Thu Mar 23 14:58:47 GMT 2023","2523","tests","test_remove_products_from_cart","TestRemoveProductFromCart","","","test_remove_products_from_cart","
        Test to verify remove products from cart.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:57:49 GMT 2023","Thu Mar 23 14:57:50 GMT 2023","1019","tests","test_logout_user","TestLogoutUser","","","test_logout_user[chromium]","
        Test to verify user is logging out.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:58:04 GMT 2023","Thu Mar 23 14:58:08 GMT 2023","4529","tests","test_place_order_register_before_checkout","TestPlaceOrderRegisterBeforeCheckout","","","test_place_order_register_before_checkout[chromium]","
        Test to verify Register before Checkout.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:57:21 GMT 2023","Thu Mar 23 14:57:22 GMT 2023","1176","tests","test_add_review_on_product","TestAddReviewOnProduct","","","test_add_review_on_product","
        Test to verify Add review on product.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:58:12 GMT 2023","Thu Mar 23 14:58:17 GMT 2023","4763","tests","test_place_order_register_while_checkout","TestPlaceOrderRegisterWhileCheckout","","","test_place_order_register_while_checkout[chromium]","
        Test to verify Register while Checkout.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:58:55 GMT 2023","Thu Mar 23 14:58:55 GMT 2023","518","tests","test_subscription_in_the_cart_page","TestSubscriptionInTheCartPage","","","test_subscription_cart_page","
        Test to verify Subscription in Cart page.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:58:34 GMT 2023","Thu Mar 23 14:58:35 GMT 2023","867","tests","test_products_page","TestVerifyProductsPage","","","test_products_page","
        Test to verify All Products and product detail page.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:58:42 GMT 2023","Thu Mar 23 14:58:43 GMT 2023","842","tests","test_register_user_with_existing_email","TestRegisterUserWithExistingEmail","","","test_register_new_user","
        Test to verify registration through the Home page with existing email.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Mar 23 14:57:18 GMT 2023","Thu Mar 23 14:57:20 GMT 2023","2244","tests","test_add_products_in_cart","TestAddProductsInCart","","","test_add_products_in_cart","
        Test to verify Add Products in Cart.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
