"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 21 14:51:48 GMT 2023","Fri Apr 21 14:51:53 GMT 2023","5859","tests","test_register_user","TestRegisterUser","","","test_register_new_user","
        Test to verify registration through the Home page.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Fri Apr 21 14:52:06 GMT 2023","Fri Apr 21 14:52:10 GMT 2023","3657","tests","test_subscription_in_home_page","TestSubscriptionInHomePage","","","test_subscription_home_page","
        Test to verify Subscription in home page.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Fri Apr 21 14:50:04 GMT 2023","Fri Apr 21 14:50:06 GMT 2023","1341","tests","test_add_review_on_product","TestAddReviewOnProduct","","","test_add_review_on_product","
        Test to verify Add review on product.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Fri Apr 21 14:50:48 GMT 2023","Fri Apr 21 14:50:58 GMT 2023","9956","tests","test_place_order_login_before_checkout","TestPlaceOrderLoginBeforeCheckout","","","test_place_order_login_before_checkout[chromium]","
        Test to verify Login before Checkout.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Fri Apr 21 14:51:06 GMT 2023","Fri Apr 21 14:51:12 GMT 2023","5625","tests","test_place_order_register_before_checkout","TestPlaceOrderRegisterBeforeCheckout","","","test_place_order_register_before_checkout[chromium]","
        Test to verify Register before Checkout.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Fri Apr 21 14:51:34 GMT 2023","Fri Apr 21 14:51:40 GMT 2023","5993","tests","test_verify_address_details_in_checkout_page","TestVerifyAddressDetailsInCheckout","","","test_verify_address_details_in_checkout_page[chromium]","
        Test to Verify address details in checkout page.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Fri Apr 21 14:52:14 GMT 2023","Fri Apr 21 14:52:15 GMT 2023","1260","tests","test_verify_product_quantity_in_cart","TestQuantityInCart","","","test_product_quantity_in_cart","
        Test to verify Product quantity in Cart
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Fri Apr 21 14:52:11 GMT 2023","Fri Apr 21 14:52:12 GMT 2023","846","tests","test_subscription_in_the_cart_page","TestSubscriptionInTheCartPage","","","test_subscription_cart_page","
        Test to verify Subscription in Cart page.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Fri Apr 21 14:52:22 GMT 2023","Fri Apr 21 14:52:25 GMT 2023","3518","tests","test_verify_scroll_up_without_arrow_button_and_scroll_down_functionality","TestScrollUpInHomePage","","","test_scroll_up_on_home_page","
        Test to Verify Scroll Up without 'Arrow' button and Scroll Down functionality.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Fri Apr 21 14:52:30 GMT 2023","Fri Apr 21 14:52:32 GMT 2023","1984","tests","test_view_and_cart_brand_products","TestViewAndCartBrandProducts","","","test_view_and_cart_brand_products","
        Test to verify View & Cart Brand Products.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Fri Apr 21 14:52:34 GMT 2023","Fri Apr 21 14:52:36 GMT 2023","1434","tests","test_view_category_products","TestViewCategoryProducts","","","test_view_category_products","
        Test to verify View Category Products.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Fri Apr 21 14:51:55 GMT 2023","Fri Apr 21 14:51:56 GMT 2023","1047","tests","test_register_user_with_existing_email","TestRegisterUserWithExistingEmail","","","test_register_new_user","
        Test to verify registration through the Home page with existing email.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Fri Apr 21 14:50:32 GMT 2023","Fri Apr 21 14:50:37 GMT 2023","4676","tests","test_loging_user_with_valid_data","TestLoginUserWithValidData","","","test_login_user_with_valid_data[chromium]","
        Test to verify user is logging in platform with valid data.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Fri Apr 21 14:50:07 GMT 2023","Fri Apr 21 14:50:09 GMT 2023","1206","tests","test_add_to_cart_from_recommended_items","TestRecommendedItems","","","test_add_to_cart_recommended_product","
        Test to Add to cart from Recommended items.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Fri Apr 21 14:51:42 GMT 2023","Fri Apr 21 14:51:43 GMT 2023","955","tests","test_loging_user_with_invalid_data","TestLoginUserWithInvalidData","","","test_login_user_with_invalid_data","
        Test to verify user is logging in platform with invalid data.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Fri Apr 21 14:50:11 GMT 2023","Fri Apr 21 14:50:15 GMT 2023","4495","tests","test_contact_us","TestContactUsForm","","","test_contact_us","
        Test to verify Contact Us Form.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Fri Apr 21 14:52:27 GMT 2023","Fri Apr 21 14:52:28 GMT 2023","935","tests","test_verify_test_cases_page","TestVerifyTestCasesPage","","","test_verify_test_cases_page","
        Test to verify user is navigated to test cases page successfully.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Fri Apr 21 14:49:59 GMT 2023","Fri Apr 21 14:50:02 GMT 2023","2910","tests","test_add_products_in_cart","TestAddProductsInCart","","","test_add_products_in_cart","
        Test to verify Add Products in Cart.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Fri Apr 21 14:51:58 GMT 2023","Fri Apr 21 14:52:01 GMT 2023","2753","tests","test_remove_products_from_cart","TestRemoveProductFromCart","","","test_remove_products_from_cart","
        Test to verify remove products from cart.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Fri Apr 21 14:50:21 GMT 2023","Fri Apr 21 14:50:28 GMT 2023","6850","tests","test_download_invoice_after_purchase_order","TestDownloadInvoiceAfterPurchaseOrder","","","test_download_invoice_after_purchase_order[chromium]","
        Test to Download Invoice after purchase order.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Fri Apr 21 14:51:24 GMT 2023","Fri Apr 21 14:51:28 GMT 2023","4473","tests","test_search_products_and_verify_cart_after_login","TestSearchProductsAndVerifyCartAfterLogin","","","test_search_products_and_verify_cart_after_login[chromium]","
        Test to verify Search Products and Verify Cart After Login.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Fri Apr 21 14:50:41 GMT 2023","Fri Apr 21 14:50:43 GMT 2023","1538","tests","test_logout_user","TestLogoutUser","","","test_logout_user[chromium]","
        Test to verify user is logging out.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"failed","Fri Apr 21 14:51:18 GMT 2023","Fri Apr 21 14:51:19 GMT 2023","558","tests","test_place_order_register_while_checkout","TestPlaceOrderRegisterWhileCheckout","","","test_place_order_register_while_checkout[chromium]","
        Test to verify Register while Checkout.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Fri Apr 21 14:51:45 GMT 2023","Fri Apr 21 14:51:46 GMT 2023","1343","tests","test_products_page","TestVerifyProductsPage","","","test_products_page","
        Test to verify All Products and product detail page.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Fri Apr 21 14:52:03 GMT 2023","Fri Apr 21 14:52:04 GMT 2023","1367","tests","test_search_product","TestSearchProduct","","","test_search_product","
        Test to verify search product.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Fri Apr 21 14:52:17 GMT 2023","Fri Apr 21 14:52:20 GMT 2023","3458","tests","test_verify_scroll_up_using_arrow_button_and_scroll_down_functionality","TestScrollUpInHomePage","","","test_scroll_up_on_home_page","
        Test to Verify Scroll Up using 'Arrow' button and Scroll Down functionality.
        :param test_setup: setting up the browser and page objects
        :return: None
        "
